Naziv isplatitelja;Datum;Primatelj;Iznos na poziciji;Programska klasifikacija;Ekonomska klasifikacija;Opis
GRAD OTOČAC;27.3.2025 1:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MARIĆ IVAN, Voda Za razdoblje 03/2025
GRAD OTOČAC;27.3.2025 1:00;Komunalac d.o.o.;7,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Željko Mileusnić, Voda Za razdoblje 03/2025
GRAD OTOČAC;27.3.2025 1:00;Komunalac d.o.o.;13,47;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Milan Jurković, Voda Za razdoblje 03/2025
GRAD OTOČAC;27.3.2025 1:00;Komunalac d.o.o.;10,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;OREŠKOVIĆ ZVONKO, Voda Za razdoblje 03/2025
GRAD OTOČAC;27.3.2025 1:00;Komunalac d.o.o.;10,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;FRANCETIĆ ZDRAVKO, Voda Za razdoblje 03/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;16,47;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;ŠEPAC MARIJA, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;31,43;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MIHALJEVIĆ IVICA, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;64,34;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Davorka Jurković, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;19,46;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Ankica Hudorović, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MARIĆ LUKA, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;10,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;KOSTELAC VLADE, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;PLEŠA JURAJ, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;38,92;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;OREŠKOVIĆ VIŠNJA, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MARIĆ IVAN, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;7,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Željko Mileusnić, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Milan Jurković, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;10,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;OREŠKOVIĆ ZVONKO, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.4.2025 2:00;Komunalac d.o.o.;10,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;FRANCETIĆ ZDRAVKO, Voda Za razdoblje 04/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;59,65;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Darko Jeremić, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;16,47;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;ŠEPAC MARIJA, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;19,46;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MIHALJEVIĆ IVICA, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;79,94;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Ankica Hudorović, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MARIĆ LUKA, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;13,47;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;KOSTELAC VLADE, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;28,43;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;PLEŠA JURAJ, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MARIĆ IVAN, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;7,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Željko Mileusnić, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Milan Jurković, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;7,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;OREŠKOVIĆ ZVONKO, Voda Za razdoblje 05/2025
GRAD OTOČAC;29.5.2025 2:00;Komunalac d.o.o.;10,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;FRANCETIĆ ZDRAVKO, Voda Za razdoblje 05/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;9;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MARIĆ LUKA, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;7,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;OREŠKOVIĆ ZVONKO, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;38,92;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;ŠEPAC MARIJA, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;41,91;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MIHALJEVIĆ IVICA, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;71,83;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Ankica Hudorović, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;31,67;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;PLEŠA JURAJ, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;10,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;FRANCETIĆ ZDRAVKO, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;14,98;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Željko Mileusnić, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;11,99;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MARIĆ IVAN, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;26,94;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;KOSTELAC VLADE, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;41,77;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Darko Jeremić, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;35,93;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Milan Jurković, Voda Za razdoblje 07/2025
GRAD OTOČAC;31.7.2025 2:00;Komunalac d.o.o.;131,67;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Davorka Jurković, Voda Za razdoblje 07/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;31,67;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;PLEŠA JURAJ, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;25,44;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Milan Jurković, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;13,47;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;KOSTELAC VLADE, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;16,47;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;ŠEPAC MARIJA, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;19,46;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MIHALJEVIĆ IVICA, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;7,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Željko Mileusnić, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;31,54;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;FRANCETIĆ ZDRAVKO, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MARIĆ IVAN, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;34,42;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;Ankica Hudorović, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;4,5;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;MARIĆ LUKA, Voda Za razdoblje 08/2025
GRAD OTOČAC;28.8.2025 2:00;Komunalac d.o.o.;7,49;A15 1017A101703 Pomoć za troškove stanovanja (kom. usluge i ostale režije);372120 Pomoć obiteljima i kućanstvima;OREŠKOVIĆ ZVONKO, Voda Za razdoblje 08/2025
GRAD OTOČAC;17.2.2021 1:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;vodac 12/20 20/0001280
GRAD OTOČAC;17.2.2021 1:00;Komunalac d.o.o.;14,06;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda 12/20, kuglana 20/0001284
GRAD OTOČAC;17.2.2021 1:00;Komunalac d.o.o.;3,75;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda 12/20, kuglana 20/0001283
GRAD OTOČAC;17.2.2021 1:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 12/20 20/0001310
GRAD OTOČAC;17.2.2021 1:00;Komunalac d.o.o.;5,59;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 12/20 20/0001313
GRAD OTOČAC;17.2.2021 1:00;Komunalac d.o.o.;65,13;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;voda za 12/20 K.Z.10 20/0001314
GRAD OTOČAC;17.2.2021 1:00;Komunalac d.o.o.;29,99;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda socijala 12/20 20/0001334
GRAD OTOČAC;17.2.2021 1:00;Komunalac d.o.o.;6,64;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 12/20, B.kašića 3 20/0001332
GRAD OTOČAC;17.2.2021 1:00;Komunalac d.o.o.;4,5;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;opskrba vodom 12/20, K.Zvonimira 19 20/0001331
GRAD OTOČAC;9.3.2021 1:00;Komunalac d.o.o.;34,44;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;voda za 01/21 K.Z.10 21/0000193
GRAD OTOČAC;9.3.2021 1:00;Komunalac d.o.o.;4,5;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/21- K.Z.19 21/0000196
GRAD OTOČAC;9.3.2021 1:00;Komunalac d.o.o.;64,72;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;voda za 01/21- K.Z.10 21/0000192
GRAD OTOČAC;9.3.2021 1:00;Komunalac d.o.o.;11,34;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/21  K.Z.16 21/0000190
GRAD OTOČAC;9.3.2021 1:00;Komunalac d.o.o.;30,02;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 01/21- B.K. 17 21/0000184
GRAD OTOČAC;9.3.2021 1:00;Komunalac d.o.o.;3,75;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 01/21 B.K.17 21/0000183
GRAD OTOČAC;9.3.2021 1:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/21 B. J J. 16 21/0000180
GRAD OTOČAC;9.3.2021 1:00;Komunalac d.o.o.;5,59;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 01/21  Brlog bb 21/0000179
GRAD OTOČAC;9.3.2021 1:00;Komunalac d.o.o.;6,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 01/21, B.Kašića 3 21/0000153
GRAD OTOČAC;18.3.2021 1:00;Komunalac d.o.o.;72,72;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;voda za 02/21 21/0000253
GRAD OTOČAC;18.3.2021 1:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;vod za 02/21 21/0000254
GRAD OTOČAC;18.3.2021 1:00;Komunalac d.o.o.;8,67;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/2021 21/0000257
GRAD OTOČAC;18.3.2021 1:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/21 21/0000259
GRAD OTOČAC;18.3.2021 1:00;Komunalac d.o.o.;32,69;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 02/2021- Kuglana 21/0000265
GRAD OTOČAC;18.3.2021 1:00;Komunalac d.o.o.;3,75;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 02/2021- B.K.17 21/0000269
GRAD OTOČAC;31.3.2021 2:00;Komunalac d.o.o.;4,5;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/2021 K.Z. 19 21/0000310
GRAD OTOČAC;31.3.2021 2:00;Komunalac d.o.o.;6,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 02/21 B.K.3 21/0000309
GRAD OTOČAC;31.3.2021 2:00;Komunalac d.o.o.;38,89;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda 02/21, socijala 21/0000300
GRAD OTOČAC;22.4.2021 2:00;Komunalac d.o.o.;4,5;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 03/21 21/0000474
GRAD OTOČAC;22.4.2021 2:00;Komunalac d.o.o.;6,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 03/21 21/0000473
GRAD OTOČAC;22.4.2021 2:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/2021 B.J.J. 16 21/0000391
GRAD OTOČAC;22.4.2021 2:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/21- mrtvačnica Brlog 21/0000390
GRAD OTOČAC;22.4.2021 2:00;Komunalac d.o.o.;75,39;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;voda za 03/21 K.Z.10 21/0000389
GRAD OTOČAC;22.4.2021 2:00;Komunalac d.o.o.;14,01;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 03/21- prostor više komore 21/0000387
GRAD OTOČAC;22.4.2021 2:00;Komunalac d.o.o.;3,75;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 03/21- Kuglana 21/0000385
GRAD OTOČAC;22.4.2021 2:00;Komunalac d.o.o.;46,03;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 03/21- Kuglana 21/0000384
GRAD OTOČAC;7.5.2021 2:00;Komunalac d.o.o.;37,62;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 03/21- soc. ugrož. obitelji 21/0000498
GRAD OTOČAC;20.5.2021 2:00;Komunalac d.o.o.;3,75;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 04/21- Kuglana 21/0000607
GRAD OTOČAC;20.5.2021 2:00;Komunalac d.o.o.;32,69;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda za 04/21 - Kuglana 21/0000603
GRAD OTOČAC;20.5.2021 2:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/21 B.J.Jelačića 21/0000596
GRAD OTOČAC;20.5.2021 2:00;Komunalac d.o.o.;8,67;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/21 21/0000595
GRAD OTOČAC;20.5.2021 2:00;Komunalac d.o.o.;69,52;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/21  B.J.J. 21/0000594
GRAD OTOČAC;20.5.2021 2:00;Komunalac d.o.o.;67,39;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;voda za 04/21 21/0000593
GRAD OTOČAC;20.5.2021 2:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/21 21/0000589
GRAD OTOČAC;25.5.2021 2:00;Komunalac d.o.o.;40,16;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 04/21 Socijala 21/0000616
GRAD OTOČAC;25.5.2021 2:00;Komunalac d.o.o.;6,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 04/21 21/0000632
GRAD OTOČAC;25.5.2021 2:00;Komunalac d.o.o.;4,5;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 04/21 21/0000633
GRAD OTOČAC;17.6.2021 2:00;Komunalac d.o.o.;67,65;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;VODA 05/21 21/0000742
GRAD OTOČAC;17.6.2021 2:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;VODA 05/21 21/0000743
GRAD OTOČAC;17.6.2021 2:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;VODA 05/21 21/0000744
GRAD OTOČAC;17.6.2021 2:00;Komunalac d.o.o.;43,36;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;VODA 05/21 21/0000745
GRAD OTOČAC;17.6.2021 2:00;Komunalac d.o.o.;23,96;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;VODA 05/21 21/0000746
GRAD OTOČAC;17.6.2021 2:00;Komunalac d.o.o.;27,35;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;VODA 05/21 21/0000757
GRAD OTOČAC;17.6.2021 2:00;Komunalac d.o.o.;3,75;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;VODA 05/21 21/0000758
GRAD OTOČAC;29.6.2021 2:00;Komunalac d.o.o.;6,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 05/21 21/0000794
GRAD OTOČAC;29.6.2021 2:00;Komunalac d.o.o.;4,5;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 05/21 21/0000795
GRAD OTOČAC;21.7.2021 2:00;Komunalac d.o.o.;44,79;A06 1039A100001 Interventni radovi na objektima komunalne infrastrukture;323290 Ostale usluge tekućeg i investicijskog održavanja;odvoz fekalija 21/0000874
GRAD OTOČAC;11.10.2021 2:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 07/21 21/0001214
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;19,43;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 11/21- soc. ugrož. obitelji 21/0001706
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;80,73;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda 11/21, kuglana 21/0001679
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;3,75;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323410 Opskrba vodom;voda 11/21, kuglana 21/0001678
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;4,5;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 11/21, K.Zvonimira 19 21/0001676
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;6,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda 11/21, B.Kašića 3 21/0001675
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;56,71;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323410 Opskrba vodom;voda za 11/21 21/0001658
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;3,75;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 11/21 Brlog 21/0001657
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;3,73;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 11/21 B.J.J.16 21/0001655
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;6;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 11/21 Špilnički odvojak 5 21/0001656
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;6,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 10/21 - B.K.3 21/0001611
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;4,5;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 10/21 K.Z.19 21/0001610
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;20,7;A15 1017A100001 Pomoć za troškove stanovanja ( kom. usluge i ostale režije stanovanja);372120 Pomoć obiteljima i kućanstvima;voda za 10/21 21/0001514
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;6,62;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 09/21- B.K. 3 21/0001336
GRAD OTOČAC;29.12.2021 1:00;Komunalac d.o.o.;4,5;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323410 Opskrba vodom;voda za 09/21- K.Z. 19 21/0001335
